epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,535.316,1.04935,1.11788,1.06569,0.45511,0.90311,0.5511,0.3783,1.11979,1.12075,1.09226,0.0011884,0.0011884,0.0011884
31,550.942,1.02753,1.13023,1.04048,0.48757,0.82984,0.5473,0.37699,1.07355,1.09138,1.08302,0.0011719,0.0011719,0.0011719
32,568.992,1.04282,1.10318,1.04728,0.47599,0.84361,0.5619,0.39636,1.06881,1.10243,1.06679,0.0011554,0.0011554,0.0011554
33,587.658,1.01953,1.08858,1.02484,0.49892,0.85555,0.57794,0.39496,1.06442,1.05682,1.07567,0.00113889,0.00113889,0.00113889
34,602.316,0.9898,1.07384,1.02894,0.47211,0.88381,0.60888,0.42303,1.06193,1.06278,1.07017,0.00112239,0.00112239,0.00112239
35,623.145,1.02694,1.1026,1.05564,0.45864,0.90414,0.53518,0.36873,1.04862,1.11425,1.07175,0.00110589,0.00110589,0.00110589
36,645.82,0.96832,1.07841,1.01211,0.48099,0.85004,0.55176,0.38519,1.07122,1.1008,1.07866,0.00108938,0.00108938,0.00108938
37,664.582,0.97072,1.06658,1.01645,0.49965,0.83156,0.60606,0.42603,1.08481,1.08357,1.07628,0.00107288,0.00107288,0.00107288
38,679.302,0.98844,1.06132,1.02406,0.52516,0.82238,0.60997,0.42084,1.09434,1.04563,1.07035,0.00105638,0.00105638,0.00105638
39,695.644,0.97626,1.03486,1.01667,0.54595,0.7795,0.62945,0.42984,1.06861,1.03458,1.06816,0.00103987,0.00103987,0.00103987
40,713.479,1.00226,1.05502,1.03425,0.51957,0.83473,0.61916,0.43907,1.03865,1.0432,1.04719,0.00102337,0.00102337,0.00102337
41,731.281,0.97759,1.05644,1.01432,0.57799,0.75842,0.64965,0.44412,1.1198,1.06315,1.08286,0.00100687,0.00100687,0.00100687
42,746.471,0.99298,1.06831,1.03213,0.57099,0.7697,0.66553,0.453,1.09003,1.01531,1.0821,0.000990365,0.000990365,0.000990365
43,762.586,1.00057,1.05784,1.03283,0.52645,0.82467,0.65364,0.47409,1.05349,1.00352,1.07205,0.000973861,0.000973861,0.000973861
44,781.439,0.9805,1.01679,1.01237,0.65866,0.71286,0.725,0.50466,1.08271,0.98742,1.07214,0.000957358,0.000957358,0.000957358
45,798.448,0.99219,1.01524,1.03032,0.54877,0.78744,0.67513,0.46874,1.05523,1.03826,1.05289,0.000940855,0.000940855,0.000940855
46,813.124,0.97223,1.03816,1.02493,0.60424,0.7373,0.67906,0.46786,1.09681,0.99535,1.07389,0.000924352,0.000924352,0.000924352
47,832.097,0.96246,1.01988,1.00112,0.54534,0.77118,0.69479,0.48366,1.07525,1.03964,1.059,0.000907848,0.000907848,0.000907848
48,850.39,0.94758,0.98313,1.01078,0.52211,0.8233,0.66673,0.4798,1.04861,1.11882,1.06542,0.000891345,0.000891345,0.000891345
49,864.973,0.92631,1.00004,0.99595,0.56437,0.7988,0.68204,0.48099,1.05128,1.01028,1.05377,0.000874842,0.000874842,0.000874842
50,886.379,0.92125,0.95986,0.99823,0.56462,0.85798,0.70087,0.49603,1.05411,0.96113,1.0612,0.000858338,0.000858338,0.000858338
51,905.837,0.95069,0.98222,1.01959,0.51094,0.85402,0.687,0.4834,1.00846,1.01542,1.05549,0.000841835,0.000841835,0.000841835
52,923.936,0.94898,0.94975,1.00924,0.57745,0.77585,0.68209,0.48132,1.02577,1.06965,1.03774,0.000825332,0.000825332,0.000825332
53,938.6,0.93128,0.93088,1.00008,0.55416,0.75449,0.64387,0.44483,1.10009,1.11431,1.09238,0.000808828,0.000808828,0.000808828
54,955.967,0.95605,0.92467,1.02128,0.54658,0.85351,0.67799,0.47516,1.05806,1.02691,1.06848,0.000792325,0.000792325,0.000792325
55,974.413,0.90511,0.93628,0.98495,0.56184,0.76238,0.65535,0.45118,1.06619,1.06464,1.07194,0.000775822,0.000775822,0.000775822
56,990.896,0.95179,0.92403,1.00737,0.55998,0.84466,0.72374,0.52704,1.02222,0.96299,1.04999,0.000759318,0.000759318,0.000759318
57,1005.17,0.90985,0.89343,0.99107,0.59629,0.7625,0.72106,0.51342,1.02676,0.99058,1.05497,0.000742815,0.000742815,0.000742815
58,1023.58,0.93633,0.88794,0.99925,0.56713,0.82957,0.70411,0.51666,1.02171,0.9665,1.06215,0.000726312,0.000726312,0.000726312
59,1042.5,0.92532,0.9016,0.99531,0.56985,0.82064,0.701,0.49294,1.09755,0.97855,1.08472,0.000709809,0.000709809,0.000709809
60,1056.93,0.9132,0.91455,0.99519,0.65845,0.68694,0.7323,0.515,1.13234,0.96618,1.09938,0.000693305,0.000693305,0.000693305
61,1073.93,0.93895,0.86961,1.00387,0.57786,0.81785,0.73796,0.53437,1.03324,0.93338,1.06493,0.000676802,0.000676802,0.000676802
62,1093.41,0.89228,0.84267,0.97402,0.64009,0.75644,0.73481,0.53215,1.06614,1.02923,1.06369,0.000660299,0.000660299,0.000660299
63,1109.88,0.87702,0.83201,0.97371,0.60125,0.76281,0.70012,0.49592,1.10165,1.01228,1.08008,0.000643795,0.000643795,0.000643795
64,1124.89,0.8971,0.83824,0.98517,0.65433,0.79692,0.7791,0.56108,1.05491,0.93154,1.06887,0.000627292,0.000627292,0.000627292
65,1143.48,0.87817,0.83445,0.98053,0.62927,0.77516,0.75453,0.54254,1.06346,0.91391,1.07452,0.000610789,0.000610789,0.000610789
66,1161.95,0.89409,0.79361,0.98675,0.63966,0.76485,0.72665,0.52087,1.07129,0.97967,1.07358,0.000594286,0.000594286,0.000594286
67,1176.44,0.89474,0.81566,0.97618,0.64561,0.73024,0.73565,0.53173,1.06879,0.99363,1.07324,0.000577782,0.000577782,0.000577782
68,1199.94,0.86411,0.81395,0.97193,0.65025,0.78552,0.77977,0.55896,1.02496,0.88335,1.05431,0.000561279,0.000561279,0.000561279
69,1220.57,0.87834,0.80044,0.97049,0.65422,0.73234,0.75021,0.53554,1.08935,0.95692,1.07973,0.000544776,0.000544776,0.000544776
70,1237.95,0.89355,0.79172,0.99351,0.74039,0.71442,0.78939,0.56556,1.07272,0.87832,1.06049,0.000528272,0.000528272,0.000528272
71,1252.24,0.87162,0.79417,0.97817,0.6157,0.82013,0.75727,0.55594,1.05024,0.92184,1.05953,0.000511769,0.000511769,0.000511769
72,1269.24,0.90233,0.78323,0.99962,0.60318,0.8172,0.74753,0.53812,1.08365,0.94351,1.07731,0.000495266,0.000495266,0.000495266
73,1287.78,0.86662,0.75858,0.96952,0.60473,0.8165,0.74465,0.53196,1.04399,0.93438,1.0604,0.000478762,0.000478762,0.000478762
74,1305.39,0.84448,0.73112,0.97206,0.62112,0.78635,0.76942,0.55644,1.07259,0.93085,1.07591,0.000462259,0.000462259,0.000462259
75,1319.8,0.84488,0.75133,0.97551,0.67462,0.76797,0.77956,0.55049,1.04961,0.90071,1.05614,0.000445756,0.000445756,0.000445756
76,1337.1,0.86984,0.72522,0.96936,0.70711,0.70811,0.77655,0.55692,1.02009,0.91848,1.04822,0.000429253,0.000429253,0.000429253
77,1356.12,0.86,0.70532,0.96624,0.59274,0.77329,0.71109,0.50601,1.07445,1.0238,1.07013,0.000412749,0.000412749,0.000412749
78,1371.74,0.81753,0.67259,0.94867,0.66024,0.76254,0.7474,0.54544,1.00582,0.93353,1.0408,0.000396246,0.000396246,0.000396246
79,1386.22,0.80302,0.68036,0.94106,0.58347,0.8076,0.72979,0.52326,1.0605,1.03266,1.0764,0.000379743,0.000379743,0.000379743
80,1404.63,0.84738,0.70397,0.97632,0.68791,0.74986,0.77533,0.55151,1.06318,0.93706,1.06878,0.000363239,0.000363239,0.000363239
81,1423.56,0.81232,0.69792,0.96811,0.67299,0.77703,0.74927,0.54204,1.03925,0.97618,1.06223,0.000346736,0.000346736,0.000346736
82,1438.08,0.81587,0.66545,0.95605,0.7124,0.74027,0.78675,0.56983,1.06316,0.92048,1.07074,0.000330233,0.000330233,0.000330233
83,1461.71,0.79353,0.6563,0.93868,0.62904,0.79752,0.76117,0.55526,1.04341,0.93254,1.06744,0.000313729,0.000313729,0.000313729
84,1482.58,0.80387,0.66638,0.95428,0.66327,0.74398,0.74519,0.55221,1.02492,0.92722,1.06023,0.000297226,0.000297226,0.000297226
85,1501.67,0.83186,0.65663,0.95939,0.60915,0.82012,0.75851,0.5619,1.02176,0.89587,1.06348,0.000280723,0.000280723,0.000280723
86,1516.29,0.80647,0.64484,0.95565,0.68835,0.7697,0.7976,0.58314,1.04507,0.86866,1.06419,0.00026422,0.00026422,0.00026422
87,1533.79,0.78301,0.60268,0.94634,0.69257,0.74032,0.77238,0.56336,1.01622,0.9243,1.04659,0.000247716,0.000247716,0.000247716
88,1553.18,0.79594,0.64078,0.94158,0.66337,0.77664,0.75328,0.54896,1.04279,0.92596,1.06215,0.000231213,0.000231213,0.000231213
89,1570.64,0.7916,0.61757,0.93856,0.72488,0.76928,0.78648,0.5708,1.06683,0.89447,1.07706,0.00021471,0.00021471,0.00021471
90,1585.63,0.77016,0.60847,0.94392,0.73372,0.7392,0.79119,0.57912,1.03771,0.87504,1.05904,0.000198206,0.000198206,0.000198206
91,1605.63,0.73075,0.54326,0.90906,0.6984,0.74954,0.77722,0.56876,1.02216,0.88405,1.05456,0.000181703,0.000181703,0.000181703
92,1623.82,0.72227,0.50983,0.92459,0.65997,0.7515,0.75388,0.54839,1.03307,0.9439,1.06037,0.0001652,0.0001652,0.0001652
93,1640.31,0.70809,0.50716,0.92225,0.62658,0.80829,0.76206,0.55942,1.03421,0.95744,1.06158,0.000148696,0.000148696,0.000148696
94,1654.63,0.69663,0.489,0.91204,0.6788,0.78843,0.78094,0.56796,1.033,0.89349,1.06469,0.000132193,0.000132193,0.000132193
95,1673.25,0.69046,0.47677,0.90559,0.64621,0.7848,0.77468,0.56885,1.01692,0.93776,1.05512,0.00011569,0.00011569,0.00011569
96,1690.95,0.69503,0.48442,0.90215,0.65281,0.81059,0.77784,0.57647,1.02398,0.89899,1.06151,9.91865e-05,9.91865e-05,9.91865e-05
97,1710.1,0.67573,0.46326,0.90696,0.65844,0.77959,0.77178,0.56458,1.03697,0.91803,1.07471,8.26832e-05,8.26832e-05,8.26832e-05
98,1732.08,0.67954,0.4555,0.91714,0.66427,0.7792,0.77882,0.57464,1.02315,0.8857,1.06001,6.61799e-05,6.61799e-05,6.61799e-05
99,1751.65,0.68935,0.45319,0.91078,0.68961,0.78333,0.78823,0.58382,1.01179,0.88379,1.05698,4.96766e-05,4.96766e-05,4.96766e-05
100,1767.61,0.67174,0.45559,0.89805,0.7016,0.7746,0.78649,0.58548,1.01841,0.88202,1.05936,3.31733e-05,3.31733e-05,3.31733e-05
